SIZE_HA	FIRE_DATE	FEAT_AREA	FEAT_LEN
4.8	19330825	48794.8488	856.8114
41.2	19330614	412736.3382	2957.3948
15.5	19390811	155478.6781	1422.2304
72	19320908	720582.4782	3281.9128
390.3	19320910	3903704.385	9940.3223
3715.1	19340821	37151327.74	32741.5823
123.7	19320913	1237438.502	5240.8527
22.6	19360811	226590.794	1708.9561
5.9	19320913	59270.4876	904.6452
95.4	19380829	954972.4969	4781.7737
318	19370529	3180969.004	8605.6191
1.5	20070516	15966.363	487.3271
1104	19310813	11040900.62	12447.8469
4.5	19340416	45703.1508	779.9612
13.2	19320715	132754.607	1482.2914
1.2	20070516	12697.2552	417.368
8.3	19370605	83105.3278	1154.2354
72.1	19390428	721245.6764	3845.7114
4.9	19390429	49939.7324	1063.4655
48.9	19340421	489533.626	3380.907
9.5	19320720	95193.5336	1325.1304
11.3	19350723	113107.4075	1233.0898
44.5	19310512	445197.8811	2968.7691
365.3	19340423	3653857.459	9177.077
58.9	19320629	589560.183	3092.4262
22	19370502	220693.2095	2127.6163
1.7	19380607	17682.5091	491.9587
10.7	19340719	107005.0321	1705.4225
8	19350821	80796.263	1043.733
665.3	19330725	6653153.53	13455.9691
29.5	19350830	295449.215	2329.1461
412.5	19320721	4125722.079	10902.1624
3.2	19340727	32236.8531	767.2063
10.9	19350912	108995.7862	1241.6473
2114	19330728	21140044.52	23628.6532
2.7	20070516	27555.8062	618.1783
44.2	19370725	442141.8825	2893.0045
36	19370724	360134.1368	2537.7811
11.4	19370717	114582.5715	1519.7735
9.7	19320514	97030.8813	1211.1662
6.7	19330725	67023.5047	1122.5473
74.4	19340712	744152.775	4037.817
11619.1	19320724	116191225.2	56535.9534
1.4	19340729	14849.3708	447.5941
1.8	20070516	18763.1732	565.8371
3886.9	19330810	38869437.89	27313.2146
8.4	19310603	84738.7263	1344.0189
85.7	19380902	857776.1052	3885.1258
12.2	19370604	122844.7314	1421.5264
22.7	19380919	227173.0296	1796.2814
9.5	19350508	95511.6733	1235.0427
27.4	19310427	274093.4059	2560.469
88.9	19340616	889939.4365	4277.9192
10.4	19310428	104033.1232	1271.6644
68.9	19310816	689015.4951	3906.1893
22.4	19350508	224772.7877	2082.4673
4276.4	19330813	42764783.12	28752.0101
1.7	19340813	17024.2786	532.1788
15.3	19310604	153475.0333	1476.5466
2.6	19370915	26324.5961	658.6811
6.2	19370616	62419.713	1015.5317
18.5	19370917	185607.3848	1817.3525
24.9	19340819	249711.0836	1893.2075
9.7	19340818	97221.2874	1269.1768
35.6	19330427	356917.0599	2892.5358
8.2	19360804	82775.8027	1080.6185
1.8	19330825	18147.7154	545.5603
15.7	19340827	157204.0914	1762.637
2.7	19350531	27337.4855	734.9752
14.2	19360813	142814.0155	1891.0479
32.3	19360813	323544.9089	3377.0457
16.5	19390424	165749.5804	1485.5924
2.3	19330621	23519.3495	578.4883
1.1	20070516	11470.7323	393.3257
8.6	19340902	86613.1983	1080.4004
6.3	19340902	63312.242	963.4434
12.4	19390824	124634.3433	1334.735
9	19390825	90682.939	1109.2034
392.1	19310819	3921897.63	12497.2591
7457.9	19310814	74579278.77	51451.3265
3556.7	19310823	35567458.61	43055.615
5.2	19340625	52736.0236	1246.7675
1.9	20070516	19269.9336	505.6256
9.7	19310728	97310.6253	1284.5086
46.1	19310728	461576.1379	2910.4553
17.3	19310511	173289.8775	1539.7113
5.4	19320704	54661.6197	966.5393
27.9	19390428	279345.4403	2250.4702
6	19320717	60352.9974	932.0023
172.5	19330726	1725811.962	5386.1741
45.7	19350909	457388.3151	3411.2434
7.4	19350922	74062.1949	1516.2916
7.9	19350519	79629.6419	1316.0515
22.6	19390702	226563.8456	2237.7866
8.2	19320803	82723.2222	1246.8127
88.4	19320912	884290.231	3934.779
809.6	19320913	8096136.54	13449.656
19.4	20070516	194071.2261	1604.3738
1.7	19330903	17300.4983	495.8093
133.5	19390815	1335069.255	4895.081
1090	20070516	10900693.46	13537.0134
93.7	19320913	937037.7395	3701.3138
3.2	19350604	32974.9038	707.2012
119	19320927	1190577.71	4559.8536
94.3	19380723	943902.7476	4333.4822
47.5	19380720	475858.1361	2705.2847
48.2	19390827	482201.6171	3061.5789
904.9	19310716	9049910.721	12826.8473
2.5	19340606	25349.2387	608.7625
13.5	19360930	135294.9107	1466.3617
8.5	19361008	85783.258	1283.0725
21.6	19390825	216320.181	1984.4838
2.2	19390903	22118.1428	602.6374
6	19380428	60668.037	915.3122
67.1	19380810	671536.3667	3580.7197
43.3	19390920	433879.7243	2582.5817
23.2	19390914	232257.9116	1831.03
6.7	19350607	67567.3731	1063.399
5.8	19391013	58131.4237	907.348
5.7	19380820	57403.812	866.0008
2.1	19380505	21740.7855	540.2305
33.5	19380829	335008.5914	2850.8074
3.4	19340729	34428.7336	736.868
30.5	19310512	305831.8619	3581.3848
24.3	19310512	243911.907	2450.2651
71.9	19380605	719049.3875	4109.093
849.2	19350604	8492352.005	13495.8349
2.6	19370524	26223.4281	597.3597
21.1	19390801	211641.9262	2298.7819
21.3	19310803	213422.3567	2650.5671
52.3	19350812	523193.6016	3982.8308
22.7	19390926	227863.2255	1919.8297
777.9	19350903	7779629.718	15057.6728
48.2	19370506	482532.717	4350.8683
1247.5	20070516	12475876.47	20091.7247
110.2	19380727	1102924.183	3944.9758
457.5	19340906	4575942.828	16765.5277
1.7	19340906	17098.9856	500.633
22.6	19310720	226657.5416	1889.4424
6	19350608	60076.3816	882.338
11.7	19310725	117205.1393	1364.5481
2	19340609	20220.1361	522.1938
564.7	19310730	5647569.833	9412.1979
12.6	19350609	126519.7375	1573.8341
92.5	19390930	925148.0436	4192.0485
124.6	19310801	1246607.228	6065.3861
2.4	19330614	24875.7281	589.5601
47.7	19310803	477041.1991	2581.1613
0.8	19330705	8966.9675	380.3131
17.9	19310809	179089.3793	1755.9307
27.3	19380915	273417.3072	2091.5352
16	19380918	160990.07	1457.554
134.8	19310809	1348141.938	5171.6852
92.1	19310819	921277.482	3738.3838
8.6	19320617	86731.9674	1195.1514
1.4	19340624	14689.8264	439.0994
2	19340627	20552.8025	530.5863
1003.4	19310821	10034354.44	14559.6357
20.1	19370704	201966.9886	1868.1884
3.3	19320509	33498.8944	730.8627
3.6	19320509	36740.3018	717.8924
843.7	19320722	8437768.061	14479.4389
971.5	19320722	9715539.109	13497.8825
8.2	19350519	82922.2846	1067.1087
20.9	19350519	209443.9486	1806.5614
24.1	19320904	241311.2868	2525.9467
28	19320904	280734.2202	2244.2511
1.6	20070516	16254.6836	491.6722
1.1	19390515	11080.9907	424.4176
1.5	20070516	15316.2782	497.1027
0.1	20070516	1074.2109	161.6182
10.2	19320512	102787.9479	1365.2478
2.4	20070516	24025.2072	610.9727
8.1	19390510	81379.6882	1125.9473
150.2	19320528	1502783.55	6182.9013
139.1	19320528	1391673.718	5605.7842
1.9	19370523	19880.9865	535.6559
25.9	19380507	259420.6107	2715.4502
570.8	19320628	5708850.32	10266.3874
2.1	20070516	21127.4851	590.4668
0.6	20070516	6042.8557	304.305
8.5	19380703	85303.396	1206.7628
1.1	19320605	11601.0483	408.5846
2.6	19360716	26772.0064	611.9688
1.9	19360719	19272.7453	508.1921
1.1	19360720	11817.578	446.2098
2.6	20070516	26887.0073	600.2906
1.8	19360903	18437.6034	497.6347
5.1	19390807	51401.9099	891.7825
0.7	19340808	7695.9927	321.6129
1	19340809	10066.1455	367.8039
3	19370816	30301.4603	647.2605
113.3	19340809	1133323.744	5920.3342
11.5	19390803	115399.2878	1397.5388
18.9	19360729	189759.7121	2231.9551
166.4	19380722	1664770.894	6402.0891
6.8	19330910	68896.4391	1157.9682
28.8	19360820	288935.7043	2408.9679
186.5	20070516	1865798.6	5589.1908
192.5	19310719	1925724.008	8271.0792
11.7	19360919	117942.8903	1297.5797
33.4	19380801	334596.2508	3018.8856
1.8	20070516	18917.75	548.028
25.4	19380731	254934.9179	2254.0995
16.5	19370601	165649.326	1819.4569
40	19310726	400625.6544	3401.8756
8.2	19380428	82437.5087	1210.8847
45.3	19390820	453292.9535	3151.4357
3.2	19390922	32409.7128	701.149
19	19310802	190577.1989	2532.8576
46.5	19320611	465741.5451	3076.6839
1171.8	19340818	11718144.34	20607.1293
51.5	19340824	515347.0884	2773.7879
0.8	20070516	8891.3286	474.969
22	19360802	220491.3826	2410.6337
445.1	19380712	4451173.765	16975.981
11.1	19330827	111974.9723	1353.5479
5	19330826	50495.3647	841.3153
128.8	19360801	1288076.264	4480.1351
8130.7	20070516	81307667.34	36865.0597
127.1	19330903	1271358.7	9109.4172
298	19340827	2980221.809	9370.6141
346	19310511	3460023.219	10379.0833
15.4	19380603	154599.9728	1785.6447
32.1	19380605	321865.6266	2960.7339
7.9	19380611	79628.5144	1047.7983
3.5	19330817	35729.4578	715.7423
133.8	19390730	1338299.57	4619.7603
8.1	19320911	81259.579	1113.2177
46.6	19320823	466036.2172	2869.7915
59.7	19370602	597638.152	3433.6803
5.6	19380724	56202.9256	933.7284
6	19380801	60354.7562	953.9076
44.8	19380729	448289.318	2954.2308
19.5	19340610	195292.2288	1999.4538
29	19330715	290568.368	2537.7364
44.1	19310825	441456.5774	2719.7325
7.5	19330716	75398.7889	1167.0314
28.3	19310728	283256.4908	2315.5728
13.8	19310728	138905.1024	1593.2874
66.8	19320705	668369.0492	4242.371
12.1	19320706	121347.3433	2309.8603
1.9	19340727	19157.0966	507.4084
884.4	19340728	8844237.999	20170.406
1598.9	19310512	15989731.79	19397.6748
2.3	19320528	23050.2393	547.6125
47	19320611	470772.4319	3753.3122
925.6	19310520	9256477.915	16456.4362
4.2	19340526	42074.9759	763.8977
567.5	19340423	5675543.799	11298.3023
5.6	19350606	56231.6546	986.057
79.2	19310804	792355.3689	3648.6639
419.4	19380720	4194599.059	8727.2993
0.9	19340829	9091.8788	442.4669
9.7	19360822	97233.3608	1571.5358
1.2	19370527	12460.7509	556.9024
6.9	19370817	69074.088	1001.77
181.4	20070516	1814284.859	6274.7235
0.6	19360825	6259.9857	294.0291
7	19390820	70690.6697	1072.0961
916.4	19380615	9164783.767	17928.4541
43.8	19380615	438906.1521	2702.7701
33.6	19380615	336064.4935	2709.9597
174.5	20070516	1745110.433	6602.9705
21.9	20070516	219585.4523	1921.1712
1578.8	19370715	15788459.67	16867.418
94	19390511	940554.8201	4339.9833
98.7	19350827	987730.8548	3880.8967
145.7	19350903	1457110.442	5329.086
33.8	20070516	338666.2418	3041.2269
8.9	19380917	89724.9617	1408.9738
6.9	19390514	69764.9664	1144.4586
8.4	19360623	84463.4975	1619.6406
32.9	19360429	329640.2816	2440.6136
3.6	19320608	36414.9194	726.4066
0.3	19360819	3425.4167	210.4627
1.1	19360819	11163.2428	418.7158
1184.6	19320728	11846009.8	26862.6601
327	19390817	3270301.427	8225.9992
1.7	19360828	17692.7525	582.6068
2.4	19340901	24940.0175	627.3075
0.6	19340905	6322.8626	301.1749
22.6	19350809	226601.5064	1800.4457
1.9	19370920	19786.3007	635.0714
32.1	19350814	321477.4038	2397.2936
109.9	19320507	1099172.038	4220.3697
1584.7	19310427	15847140.84	19638.5299
15.4	19380717	154582.3008	2228.62
35.5	19380726	355054.0978	2297.3399
82.6	19310422	826442.7092	3967.9161
8.9	19310601	89301.6629	1132.2991
241	19360625	2410553.202	6003.7239
628.4	19320728	6284666.206	11127.6984
3834.4	19340730	38344213.95	29672.1076
20	19320908	200838.7993	1776.2773
2595	19340816	25950394.71	24993.6736
39	19310826	390101.0348	2292.7853
42.3	19310905	423973.8184	2906.3944
7.3	19350528	73327.2389	1053.9532
11	19310429	110866.6096	1515.2833
14.1	19380620	141618.3192	1466.8496
1.1	19340928	11426.9517	407.2032
7.1	19350926	71402.8607	1048.8357
5.3	19350826	53520.7608	872.2396
10.6	19350627	106457.6818	1305.3706
54	19350827	540346.3922	3120.5839
16.9	19350828	169195.3905	1717.5082
1298.3	19320611	12983680.36	18394.711
82.3	19380526	823054.8708	4797.4
386.4	19380520	3864531.945	11363.4597
159.6	19370723	1596173.019	5391.9348
99.3	19370724	993472.1438	3762.4583
5.3	19380729	53937.7992	961.4572
2.7	19380729	27102.7197	636.1895
0.8	19380729	8302.0668	330.7504
10.1	20070516	101890.228	1309.6895
5.1	19380703	51462.1362	832.3004
8.1	19320529	81559.0828	1087.5801
1.8	19320606	18466.6742	581.498
240.4	19320529	2404235.813	7411.9033
954.1	19330813	9541275.411	16906.4598
1153.9	19360621	11539080.84	19224.761
139.9	19370602	1399901.339	6112.1079
71.2	19330722	712928.3703	3379.6202
23.6	19330722	236506.4047	2121.6182
11.5	19340823	115072.2185	1395.6958
19.7	19320601	197513.3049	1861.9933
95.2	19370603	952980.0223	5712.0198
16.8	19350910	168606.9912	1947.7995
85.3	19380806	853991.1503	4950.8412
2.1	19320610	21387.3555	681.1616
2.2	19370606	22854.6689	548.472
13.1	19370606	131818.2236	1599.3001
6948.6	19360623	69486817.22	48447.6022
120.4	19380716	1204641.653	4660.4936
97.2	19380518	972610.7581	3924.5625
511.5	19320603	5115692.851	14145.7574
584.8	19320606	5848047.057	13810.6049
4.5	19370502	45292.6485	1012.4105
1122.1	19320611	11221700.05	14241.9686
24.3	19320611	243224.9453	2374.7008
1246.4	19320611	12464730.84	15246.3529
0.8	19370427	8482.8415	376.4953
2.9	19380515	29297.167	723.1088
1.7	19370427	17400.5719	514.6134
1	19360512	10854.8468	411.8323
17.6	19320528	176905.7084	1613.7107
31.2	20070516	312757.7546	2233.794
2.5	19380914	25973.4673	627.7338
5.9	19380914	59384.8645	1106.1048
1.1	19350523	11460.6483	406.8524
1.4	20070516	14457.5221	432.7071
24.8	19380903	248764.7099	2160.0689
66.7	19360724	667907.5884	4111.6838
0.8	19380731	8941.0466	420.1676
1219.3	19330726	12193273.49	17017.9809
411.8	19340817	4118842.131	8311.0947
769.9	19360728	7699786.901	11803.2893
3.2	19360813	32911.9428	698.8091
1.8	19360813	18951.072	547.7971
152.9	19360530	1529563.055	4665.5707
65	19320609	650802.2246	3872.2189
29.6	19370607	296806.5028	2445.1743
2.6	19370521	26047.7933	640.6486
5.6	20070516	56306.2507	886.9296
1.7	19380426	17931.5614	547.4355
5.4	19370503	54398.6367	977.1656
4.9	20070516	49748.9723	833.6824
1	19380501	10675.1131	388.75
19.2	19380527	192665.8413	1690.2093
8.6	19320630	86527.6566	1102.5518
2.2	19370506	22268.7804	858.8397
2	19370527	20362.4273	547.3959
2.5	19330725	25798.2501	644.6224
2.4	19370504	24199.5771	625.096
101.9	19380518	1019663.043	5592.5779
6.3	19380930	63470.3627	962.5855
473	19310427	4730474.489	8549.9318
303.1	19310419	3031163.449	6822.5966
14.2	19380731	142312.2533	2066.3716
23	19380903	230962.7942	2510.2838
276.7	19380917	2767024.358	7849.4833
2.7	19380917	27943.4206	728.9188
3.6	19380606	36742.6531	772.4098
9.5	19340611	95972.6894	1258.3754
1.1	19370708	11859.7446	478.6174
21.9	19370708	219780.0973	1811.4498
18.4	19360623	184932.4201	2286.0016
68.3	19360623	683076.4182	3299.4357
4.6	19360623	46021.1761	796.7418
0.5	19370729	5939.2809	379.0166
5.5	19380628	55968.0559	1236.9211
54.7	19380714	547148.5827	3798.046
64.8	19320703	648199.4898	4591.9552
6.3	19320709	63149.9998	1119.9537
15.1	19320702	151846.5987	1460.3825
668.8	19340424	6688538.205	12657.2994
5.5	19390825	55764.688	856.7749
4.2	20070516	42928.2041	775.1062
5.1	19380525	51628.0634	926.2782
14.7	19380525	147108.7395	1483.3747
7.4	19310430	74241.5851	1120.0573
918.7	19320601	9187545.447	14366.0073
97.5	19380811	975374.113	4963.1988
1.5	19380822	15344.1424	534.5132
37.6	19380606	376841.5056	3845.2866
6.1	19340704	61308.5603	944.9896
37.4	19350604	374348.2974	2495.9241
14.7	19380609	147146.7451	1705.6613
5.4	19370726	54552.3346	1181.8701
29	19340803	290334.0029	2101.3259
26.9	19321006	269766.1973	2271.5707
3.7	19350830	37797.1409	714.2265
3140.4	19380719	31404003.69	31341.2877
262.4	19340901	2624842.398	8915.8411
103.3	19360623	1033385.306	5298.6347
46.4	19360623	464366.6621	2905.3259
25.4	19360512	254889.5837	2187.0945
875.5	19340823	8755760.875	13332.9081
12.4	19310730	124132.9829	1314.2358
11.9	19310730	119414.706	1840.0167
41.8	19310730	418909.0406	2735.4935
12	19310730	120543.537	1723.4253
97.7	19310730	977700.1386	5064.8182
298	19380820	2980918.947	8330.1579
28	19340611	280106.1338	2235.2898
9.7	19380902	97919.6032	1360.7539
11.7	19350429	117024.3692	1829.4594
552.3	19330426	5523271.29	9193.4258
567.1	19380701	5671787.681	14656.6449
35	19340825	350444.2002	2400.7954
3.9	19340824	39656.5908	723.6516
4.4	19340829	44004.1629	826.0931
2.4	19380708	24730.9828	614.7882
71.2	19370901	712590.525	4436.466
724.5	19360623	7245508.494	14686.0917
248.3	19360623	2483397.33	10236.1953
146.6	19340424	1466476.515	6614.0646
49.1	19380701	491764.2924	4527.7412
870	19310730	8700439.873	19832.0901
989.6	19310508	9896270.527	30014.3125
3.1	19310520	31803.1063	709.2188
1.6	19310520	16625.6738	570.0269
3.8	19350510	38627.6133	977.4402
2.8	19380604	28512.6988	608.1844
5.4	19340421	54228.9227	836.524
59.1	19370727	591708.7856	3553.8671
1077	19380707	10770833.19	26975.9964
4.8	19340705	48383.2659	804.2687
15	19320820	150805.6865	1469.885
9.9	19370602	99347.2937	1417.6042
111.4	19370910	1114369.909	7597.7464
215.7	19370916	2157148.248	13179.3616
29.6	19350730	296102.5264	2031.5942
7.3	19380716	73758.5415	1036.4939
11.2	19370922	112092.5184	1387.9845
78.3	19310511	783402.9168	4928.9204
20.1	19340417	201836.1373	2168.394
81.2	20070516	812632.8714	4145.3407
46.8	19310821	468918.0249	2922.9897
4900.2	20070516	49002447.46	43639.9801
11.2	19330726	112958.4801	1565.8663
2.3	19330726	23395.4971	627.4657
3938.9	20070516	39389176.47	29906.2342
13.9	19310430	139264.6425	2584.8269
60.3	19310811	603561.9499	4200.4558
31.4	19310816	314797.5146	3489.4606
21.9	19310927	219042.0187	2270.2158
59.3	19350502	593068.1311	3220.8246
7	19350416	70903.2564	1018.7738
50.2	19380521	502976.4571	2894.1877
25.3	19350510	253857.6023	2425.1749
561.6	19310811	5616685.236	17155.2797
28.9	19370918	289292.5378	2657.2297
15.7	19380720	157398.7829	1906.37
38.9	20070516	389189.353	2457.7798
171.3	19350826	1713857.029	5834.041
44.8	19310817	448360.5577	2757.567
26.9	19350904	269590.9332	2266.9546
51.5	19310821	515003.7648	2757.1737
58.1	19370722	581523.4993	2984.6268
0.8	19340828	8689.3489	361.4271
3	19340910	30788.7774	660.5215
402.4	19380715	4024580.351	9938.1088
552.8	19360528	5528868.643	14132.4717
71.2	19360603	712162.2321	4258.204
44	19380722	440199.6601	2541.0481
122.3	20070516	1223247.962	6394.0209
199.5	19330809	1995761.24	7352.5944
44.8	20070516	448162.9911	2706.6735
10.8	19360602	108245.2645	1424.7298
5.5	20070516	55463.2758	936.5339
23.7	19380520	237872.1213	1925.5818
13.4	19320604	134740.5633	1395.6773
292.7	19350907	2927551.082	10235.2401
2.5	19360531	25882.5923	597.8637
740.2	19310511	7402992.501	13875.2011
80.5	19310506	805497.2716	4574.5111
182.4	19380727	1824580.022	9433.9351
30.9	19380731	309936.3643	2233.8799
53.3	20070516	533005.9846	3031.7197
68.4	19350311	684370.4465	4849.0636
6.9	19340911	69987.3668	1030.3275
25	19350512	250463.8442	2620.7395
19.4	19340602	194730.4266	1715.2057
4.1	19340602	41787.8607	733.7718
50.3	19330810	503481.2973	2863.5756
212.1	19310521	2121399.904	5860.5436
2.6	19380615	26250.5503	593.0046
3.4	19380619	34574.7109	682.3869
31.8	19310602	318120.0438	2181.0451
24.6	19350527	246347.559	2281.0871
300	19310521	3000994.94	10578.8191
182.6	19390728	1826374.645	7781.2128
22.3	19330816	223040.8484	1760.0023
279.1	19320603	2791153.336	8708.1411
22.9	19310815	229310.2718	2101.7563
17.1	20070516	171091.5625	1552.8127
982.2	19380528	9822395.809	16193.8397
217	19320611	2170168.279	5987.6363
220.4	19310530	2204555.188	7246.1807
18	20070516	180338.0063	1826.0637
6.2	19350505	62721.4209	988.9443
4.2	19380528	42725.9089	757.8181
2715.7	19330812	27157158.43	21377.5295
1289.9	20070516	12899638.08	14440.8109
55.7	19320525	557210.7534	2881.195
1.1	19370510	11832.2317	431.9479
619.8	19330817	6198081.712	10566.6875
26.2	19370510	262718.6199	2123.0791
723.5	19360509	7235570.384	14334.3423
6093.5	19320610	60935474.64	47923.225
2.5	19370609	25126.7794	613.6996
13.1	19370605	131354.5519	1612.5656
116.2	19380718	1162567.126	5856.4901
2347.7	19310529	23477778.75	21977.9297
485	19310530	4850010.81	12158.7803
1111.3	19310531	11113521.22	18012.4941
17.5	19310523	175653.7738	1698.7945
12.3	20070516	123813.0717	1428.6576
1752.4	19320513	17524834.14	29752.5402
1.2	19370210	12615.1177	460.4067
214	19330822	2140785.4	8124.9929
1.5	19320829	15048.694	467.5337
1526.1	19320607	15261674.3	18896.1825
53.6	19370807	536630.6177	3046.0735
89.7	19370801	897124.8478	3922.5964
291.6	19380614	2916344.224	8004.3229
2092.9	19380608	20929869.94	26077.7938
200.8	19380603	2008039.448	6881.032
201.7	19380620	2017019.839	7131.941
21	19390807	210134.4297	1662.3504
94.4	19380723	944266.4163	4497.6191
139.4	19310801	1394414.302	4860.287
8.4	19380407	84894.6825	1357.0485
60.6	19330901	606804.4089	3755.3534
44.3	19340825	443238.9469	3388.2978
40.4	19350410	404018.1299	3417.366
33.2	19380521	332135.9977	2296.5739
210.4	19320607	2104085.454	7639.6336
14.4	19310603	144423.3217	1417.3882
48.1	19310604	481079.0416	2969.7219
15.4	20070516	154953.7984	1843.7963
442.8	19320702	4428689.801	10549.3033
1.5	19360810	15370.4538	470.0146
125.5	19330817	1255592.715	4855.0222
1	19340815	10919.474	387.4993
3.9	19330827	39507.7598	746.1747
4.7	19320913	47522.8768	978.7905
2.6	19390805	26419.1343	834.6596
0.6	19340821	6325.8378	313.4658
83.6	20070516	836072.392	5756.6326
226.2	19380603	2262950.759	7414.4914
228.9	19311017	2289298.791	5801.0247
27.3	19380725	273948.6982	3142.2115
